"","�..Category","Subcat","name","price","stars","votes"
"320","Writing & Translation","Book EditingNew","be the development editor for your book or memoir or story","8.89","5.0","283"
"321","Business","Market Research","provide you Business Leads,Contact and Email for MARKETING","4.44","4.9","1k+"
"322","Video & Animation","Live Action Explainers","create powerful live action commercial or business promo video","53.33","5.0","1"
"323","Digital Marketing","Web Traffic","promote and market your flippa auction on social media to be more active","8.89","5.0","4"
"324","Digital Marketing","Local SEO","do 50 high da yext, moz local citation for you","4.44","4.9","30"
"325","Business","Legal Consulting","draft your patent application","88.88","5.0","4"
"326","Video & Animation","Visual Effects","do all sorts of special visual effects in after effects vfx","8.89","5.0","4"
"327","Video & Animation","Lyric & Music Videos","create professional custom lyric videos in any style","355.51","4.9","78"
"328","Video & Animation","Short Video Ads","create converting business commercial video","48.88","5.0","98"
"329","Lifestyle","Astrology & Readings","perform love and attraction spell","8.89","5.0","171"
"330","Lifestyle","Celebrity Impersonators","say anything you want as a doctor in a video","13.33","5.0","28"
"331","Writing & Translation","Technical Writing","do awesome technical writing","8.89","4.9","165"
"332","Digital Marketing","Local SEO","do full google map plan to outrank local competitors","39.99","5.0","31"
"333","Lifestyle","Traveling","answer any questions you have about tunisia","4.44","5.0","2"
"334","Programming & Tech","User Testing","test and review website, mobile apps android, ios","4.44","4.9","76"
"335","Digital Marketing","Local SEO","google my business gmb listing bulk verification","111.10","5.0","5"
"336","Lifestyle","Personal StylistsNew","be your personal shopper and stylist","4.44","5.0","19"
"337","Music & Audio","DJ Drops & Tags","do reggae dancehall dj drops","17.78","5.0","123"
"338","Writing & Translation","Book EditingNew","edit your game text, comic script, or work of fiction","4.44","5.0","3"
"339","Lifestyle","Collectibles","find the HD pictures of any artist paintings","4.44","4.7","1"
"340","Video & Animation","Visual Effects","add visual effects in your video using after effects","4.44","5.0","2"
"341","Video & Animation","Local PhotographyBeta","create an amazing short video for your  business or project","573.26","nul","nul"
"342","Writing & Translation","Technical Writing","do technical writing professionally","8.89","nul","nul"
"343","Music & Audio","Voice Over","record a professional voice over in 24hrs or less","88.88","5.0","168"
"344","Writing & Translation","Proofreading & Editing","edit your manuscript or thesis or dissertation","44.44","4.8","64"
"345","Video & Animation","Screencasting Videos","make screen recording with video editing","8.89","5.0","2"
"346","Music & Audio","Online Music LessonsNew","teach you all the secrets of tango music","22.22","nul","nul"
"347","Lifestyle","Your Message On...","place your logo design on products clothes and more 2 hours","4.44","5.0","2"
"348","Writing & Translation","Book EditingNew","be your professional book editor","17.78","5.0","2"
"349","Lifestyle","Celebrity Impersonators","get Celebrities for hold sign that looks Realistic","4.44","5.0","53"
"350","Video & Animation","Unboxing VideosNew","create an unboxing, commercial or ecommerce video","39.99","5.0","8"
"351","Programming & Tech","WordPress","create wordpress website design or blog","133.32","5.0","96"
"352","Writing & Translation","Creative Writing","write creative fiction for you","22.22","5.0","1"
"353","Digital Marketing","Domain Research","help you to sell domain name with listing and landing page","8.89","5.0","9"
"354","Writing & Translation","Press Releases","distribute your press release to yahoo","151.09","4.9","3"
"355","Lifestyle","Arts & Crafts","build and paint warhammer miniatures","4.44","5.0","6"
"356","Digital Marketing","Local SEO","do 145 directory citations for usa, uk, canada local SEO","8.89","5.0","191"
"357","Lifestyle","Family & Genealogy","research your ancestry, and help you build a family tree","8.89","5.0","24"
"358","Lifestyle","Craft Lessons","make origami DIY paper crafts videos for youtube facebook","4.44","4.9","5"
"359","Video & Animation","Animated GIFs","create unique animated gif","39.99","5.0","3"
"360","Programming & Tech","Web Programming","make you an awesome website","31.11","nul","nul"
"361","Programming & Tech","Data Analysis & Reports","build python scripts do web scraping, data mining extraction","4.44","5.0","29"
"362","Video & Animation","Animated GIFs","make an animated lottie json for web or app based on your source","22.22","5.0","98"
"363","Video & Animation","App & Website Previews","create stylish custom app promotion video,explainer web demo","26.66","5.0","26"
"364","Video & Animation","Game Trailers","create cinematic trailer, intro and promo video","4.44","5.0","11"
"365","Business","Lead Generation","provide mca bank statement and app","62.21","4.6","8"
"366","Writing & Translation","Book EditingNew","edit your christian book comprehensively","4.44","4.9","43"
"367","Lifestyle","Greeting Cards & Videos","create a professional spokesperson puppet video in english or in spanish","8.89","4.9","129"
"368","Writing & Translation","Website Content","write professional website content","4.44","5.0","85"
"369","Lifestyle","Viral Videos","make viral games and funny videos","4.44","4.9","3"
"370","Programming & Tech","WordPress","be your wordpress website designer and developer","44.44","5.0","197"
"371","Writing & Translation","Proofreading & Editing","proofread and critique any literature or copy","17.78","5.0","2"
"372","Business","Presentations","design a kickass proposal and pitch deck in just a few hours","17.78","5.0","1"
"373","Writing & Translation","Website Content","write content for your website","88.88","4.8","778"
"374","Video & Animation","Product Photography","model and photoshoot for your brand","26.66","5.0","2"
"375","Business","Presentations","professionally edit and format powerpoint presentations","17.78","4.9","55"
"376","Programming & Tech","QA","penetration test your website with professional report","44.44","4.9","117"
"377","Lifestyle","Online Lessons","help with undergraduate mathematics","4.44","5.0","24"
"378","Writing & Translation","Proofreading & Editing","bring new life to your book manuscript with deep editing","168.87","5.0","204"
"379","Programming & Tech","Chatbots","create a manychat bot for your amazon business on facebook","35.55","5.0","145"
"380","Programming & Tech","E-Commerce Development","create complete ecommerce website online store","57.77","nul","nul"
"381","Lifestyle","Astrology & Readings","cast a psychic powerful and permanent love spell to bring your ex back","22.22","4.9","217"
"382","Lifestyle","Fitness Lessons","conduct online yoga classes","4.44","5.0","1"
"383","Video & Animation","Unboxing VideosNew","video a unboxing product or a product demo","17.78","4.8","2"
"384","Video & Animation","Spokespersons Videos","film an HD breaking news video","53.33","4.9","441"
"385","Writing & Translation","Resume Writing","Our studio will create a resume and branding presence to get you hired","177.76","5.0","1"
"386","Programming & Tech","Cybersecurity & Data ProtectionNew","provide cybersecurity and devops services","133.32","5.0","5"
"387","Programming & Tech","Data Analysis & Reports","do microsoft excel macro, excel vba, ms excel function formula fast automation","79.99","5.0","1k+"
"388","Writing & Translation","Cover Letters","create edit design CV cover letter update linkedin profile","4.44","5.0","2"
"389","Lifestyle","Astrology & Readings","cast the retrieve a lover spell","75.55","5.0","574"
"390","Writing & Translation","Case Studies","analyze a case study for you","17.78","5.0","16"
"391","Digital Marketing","Music Promotion","submit your songs to record labels","26.66","4.8","70"
"392","Programming & Tech","Game Development","develop a andriod mobile 2d and 3d game","17.78","5.0","35"
"393","Writing & Translation","Beta Reading","be your meticulous beta reader","13.33","5.0","15"
"394","Writing & Translation","Business Names & Slogans","write a slogan, pay off or tagline for you","22.22","5.0","1"
"395","Music & Audio","Mixing & Mastering","master your music using world class outboard gear","88.88","5.0","25"
"396","Digital Marketing","Web Traffic","drive low bounce traffic with 3 minutes visit duration","17.78","4.9","125"
"397","Business","Market Research","create smart form using formstack","4.44","5.0","21"
